No errors
No warnings
55 ms
data source=aircraftreports
1968 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2022-10-22T02:46:24Z,2022-10-22T02:45:00Z,,,,,,,NBT022,55.65,-50.9,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,261,67,,AIREP,ARP NBT022 5539N 05054W 0245 F400 M46 261/67 5600N 05000W 0249 5900N 04000W KT LNFNE QXT AME 220245 L04A,
2022-10-22T02:48:23Z,2022-10-22T02:45:00Z,,,,,,,KLM646,54.5,-35.9833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,285,94,,AIREP,ARP KLM646 5430N 03559W 0245 F370 M57 285/94 5500N 03000W 0307 5400N 02000W KT PHBQC QXT EUA 220245 F29A,
2022-10-22T02:49:21Z,2022-10-22T02:45:00Z,,,,,,,VIR46K,53.8167,-32.4167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,314,90,,AIREP,ARP VIR46K 5349N 03225W 0245 F390 M61 314/90 5359N 03000W 0255 5259N 02000W KT GVGEM DDL XXH 220245 J83A,
2022-10-22T02:49:21Z,2022-10-22T02:45:00Z,,,,,,,BEL52B,53.4,-23.1,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,2,48,,AIREP,ARP BEL52B 5324N 02306W 0245 F400 M55 002/48 5300N 02000W 0300 MALOT KT OOSFD QXT AOE 220245 J92A,
2022-10-22T02:48:23Z,2022-10-22T02:45:00Z,,,,,,,BCS373,53.0,-20.2333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,9,35,,AIREP,ARP BCS373 5300N 02014W 0245 F390 M53 009/35 5300N 02000W 0246 MALOT KT DAJFK DDL XXN 220246 J02A,
2022-10-22T02:47:23Z,2022-10-22T02:45:00Z,,,,,,,AFR943,51.8,-32.6333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,321,113,,AIREP,ARP AFR943 5148N 03238W 0245 F380 M57 321/113 5159N 03000W 0257 5059N 02000W KT FGSPD QXT AOE 220246 F54A,
2022-10-22T02:46:24Z,2022-10-22T02:45:00Z,,,,,,,AAL92,51.1333,-39.05,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,286,118,,AIREP,ARP AAL92 5108N 03903W 0245 F390 M59 286/118 5200N 03000W 0321 5100N 02000W KT N812AA DDL XXN 220245 L21A,
2022-10-22T02:48:23Z,2022-10-22T02:45:00Z,,,,,,,AAL716,50.9833,-20.1,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,34,25,,AIREP,ARP AAL716 5059N 02006W 0245 F380 M50 034/25 5100N 02000W 0246 5058N 01500W KT N771AN DDL XXN 220245 F72A,
2022-10-22T02:48:23Z,2022-10-22T02:45:00Z,,,,,,,SVA036,50.4833,-36.3167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,302,90,,AIREP,ARP SVA036 5029N 03619W 0245 F340 M47 302/90 5100N 03000W 0313 5000N 02000W KT HZAK36 QXT AME 220246 F45A,
2022-10-22T02:48:23Z,2022-10-22T02:45:00Z,,,,,,,DAL172,50.0,-17.95,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,28,17,,AIREP,ARP DAL172 5000N 01757W 0245 F360 M52 028/17 4958N 01500W 0300 4958N 01400W KT N190DN QXT IGW 220245 F17A,
2022-10-22T02:46:24Z,2022-10-22T02:45:00Z,,,,,,,DLH463,49.45,-36.4833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,308,92,,AIREP,ARP DLH463 4927N 03629W 0245 F350 M49 308/92 5000N 03000W 0313 5000N 02000W KT DABYS DDL XXH 220245 F85A,
2022-10-22T02:48:23Z,2022-10-22T02:45:00Z,,,,,,,UAL106,49.0,-29.2,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,347,119,,AIREP,ARP UAL106 4900N 02912W 0245 F380 M56 347/119 4858N 02000W 0329 4858N 01500W KT N77019 DDL XXN 220245 F96A,
2022-10-22T02:46:24Z,2022-10-22T02:45:00Z,,,,,,,AAL714,48.9667,-40.15,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,292,93,,AIREP,ARP AAL714 4858N 04009W 0245 F390 M59 292/93 4900N 04000W 0245 5000N 03000W KT N816AA DDL XXN 220245 L29A,
2022-10-22T02:48:23Z,2022-10-22T02:45:00Z,,,,,,,UAL52,48.4,-26.9,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,347,115,,AIREP,ARP UAL52 4824N 02654W 0245 F370 M53 347/115 4859N 02000W 0322 4859N 01500W KT N664UA DDL XXB 220245 F56A,
2022-10-22T02:47:23Z,2022-10-22T02:45:00Z,,,,,,,UAL124,48.2,-43.0167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,275,89,,AIREP,ARP UAL124 4812N 04301W 0245 F370 M53 275/89 4858N 04000W 0259 4858N 03000W KT N12010 DDL XXH 220245 L12A,
2022-10-22T02:46:24Z,2022-10-22T02:45:00Z,,,,,,,DAL126,46.8333,-42.2,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,279,60,,AIREP,ARP DAL126 4650N 04212W 0245 F330 M44 279/60 4658N 04000W 0255 4558N 03001W KT N830MH QXT AOE 220245 F44A,
2022-10-22T02:49:21Z,2022-10-22T02:45:00Z,,,,,,,THY184,44.9833,-20.0,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-39,347,30,,AIREP,ARP THY184 4459N 02000W 0245 F350 M39 347/30 4559N 01500W 0312 4659N 00845W KT TCLJK QXT AME 220245 F83A,
2022-10-22T02:46:24Z,2022-10-22T02:45:00Z,,,,,,,CLX59B,42.7333,-54.7167,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,-36,238,63,,AIREP,ARP CLX59B 4244N 05443W 0245 F310 M36 238/63 4400N 05000W 0309 4800N 04000W KT LXVCF QXT AME 220245 F43A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,ACA874,61.05,-34.25,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,198,49,,AIREP,ARP ACA874 6103N 03415W 0244 F370 M59 198/49 6058N 03000W 0259 5958N 02001W KT CFIVW DDL KEF 220244 F69A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,UAL182,60.55,-45.3667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,340,51,,AIREP,ARP UAL182 6033N 04522W 0244 F370 M46 340/51 6059N 04000W 0302 5959N 03001W KT N38950 DDL UAK 220244 L83A,
2022-10-22T02:48:23Z,2022-10-22T02:44:00Z,,,,,,,ACA854,60.0833,-36.65,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,337,37,,AIREP,ARP ACA854 6005N 03639W 0244 F390 M59 337/37 6000N 03000W 0308 5900N 02000W KT CGHQY DDL KEF 220244 L67A,
2022-10-22T02:47:23Z,2022-10-22T02:44:00Z,,,,,,,UAL915,60.05,-31.85,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,210,31,,AIREP,ARP UAL915 6003N 03151W 0244 F340 M53 210/31 6000N 03000W 0251 5900N 02000W KT N225UA DDL KEF 220244 F06A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,ACA2018,60.0167,-38.2167,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,359,56,,AIREP,ARP ACA2018 6001N 03813W 0244 F410 M56 359/56 5958N 03000W 0312 5858N 02002W KT CGHPV DDL UAK 220244 L55A,
2022-10-22T02:47:23Z,2022-10-22T02:44:00Z,,,,,,,RDN246,58.8833,-19.6833,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,29,35,,AIREP,ARP RDN246 5853N 01941W 0244 F410 M56 029/35 SUNOT 0309 KESIX KT N839BA DDL VEY 220244 F03A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,ABD4500,58.7833,-43.0833,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,207,82,,AIREP,ARP ABD4500 5847N 04305W 0244 F320 M51 207/82 5800N 05000W 0315 DORYY KT TFWFF QXS UAK 220244 F87A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,ACA844,58.5,-46.0,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,357,45,,AIREP,ARP ACA844 5830N 04600W 0244 F390 M47 357/45 5900N 04000W 0305 5900N 03000W KT CGHPQ DDL UAK 220244 L52A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,DLH441,57.45,-46.1167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,221,59,,AIREP,ARP DLH441 5727N 04607W 0244 F350 M44 221/59 5758N 04000W 0306 5758N 03000W KT DABYQ DDL UAK 220244 F65A,
2022-10-22T02:47:23Z,2022-10-22T02:44:00Z,,,,,,,DLH449,56.8167,-19.1667,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,22,24,,AIREP,ARP DLH449 5649N 01910W 0244 F410 M54 022/24 5558N 01501W 0304 5558N 01401W KT DAIKR DDL XXF 220245 J27A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,DLH481,56.0333,-49.6667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,265,70,,AIREP,ARP DLH481 5602N 04940W 0244 F390 M45 265/70 5659N 04000W 0319 5659N 03000W KT DAIXL DDL UAK 220244 J07A,
2022-10-22T02:46:28Z,2022-10-22T02:44:00Z,,,,,,,UAL102,55.0167,-53.7833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,263,76,,AIREP,ARP UAL102 5501N 05347W 0244 F350 M51 263/76 5600N 05000W 0259 5800N 04000W KT N659UA DDL YAY 220244 F95A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,ACA834,55.0,-60.2833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,256,62,,AIREP,ARP ACA834 5500N 06017W 0244 F370 M50 256/62 DORYY 0258 5800N 05000W KT CFNOE DDL YYR 220244 L41A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,RCH831,54.0667,-39.5333,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,257,93,,AIREP,ARP RCH831 5404N 03932W 0244 F310 M40 257/93 5500N 03000W 0322 5600N 02000W KT 77178A DDL XXN 220244 F41A,
2022-10-22T02:47:23Z,2022-10-22T02:44:00Z,,,,,,,AAL236,51.55,-35.6333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,302,106,,AIREP,ARP AAL236 5133N 03538W 0244 F370 M56 302/106 5200N 03000W 0307 5100N 02000W KT N751AN DDL XXN 220244 F63A,
2022-10-22T02:47:23Z,2022-10-22T02:44:00Z,,,,,,,UAL884,51.3833,-23.0333,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,359,52,,AIREP,ARP UAL884 5123N 02302W 0244 F410 M54 359/52 5059N 02000W 0258 5059N 01500W KT N20904 DDL XXN 220244 L41A,
2022-10-22T02:47:23Z,2022-10-22T02:44:00Z,,,,,,,UAL950,51.3833,-23.05,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,14,46,,AIREP,ARP UAL950 5123N 02303W 0244 F340 M53 014/46 5059N 02000W 0259 5059N 01500W KT N2639U DDL XXH 220244 F03A,
2022-10-22T02:48:23Z,2022-10-22T02:44:00Z,,,,,,,TEU17,50.9833,-19.4333,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,10,31,,AIREP,ARP TEU17 5059N 01926W 0244 F450 M54 010/31 5059N 01500W 0304 5059N 01400W KT 9HMRV QXT AME 220244 F96A,
2022-10-22T02:47:23Z,2022-10-22T02:44:00Z,,,,,,,AAL44,50.0333,-17.7,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,4,13,,AIREP,ARP AAL44 5002N 01742W 0244 F390 M51 004/13 SOMAX 0257 ATSUR KT N793AN DDL XXN 220244 F70A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,CFG2199,49.95,-40.25,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,288,93,,AIREP,ARP CFG2199 4957N 04015W 0244 F360 M51 288/93 5000N 04000W 0245 5100N 03000W KT DABUI QXT IGW 220244 F79A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,BAW116,49.55,-51.6667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,245,131,,AIREP,ARP BAW116 4933N 05140W 0244 F370 M54 245/131 5000N 05000W 0251 5300N 04000W KT GSTBP DDL YYT 220244 F24A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,AFR019,47.55,-51.85,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,250,117,,AIREP,ARP AFR019 4733N 05151W 0244 F400 M61 250/117 4800N 05000W 0253 5100N 04000W KT FGSPZ QXS YYT 220244 F17A,
2022-10-22T02:46:24Z,2022-10-22T02:44:00Z,,,,,,,ACA822,46.15,-48.7833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,261,90,,AIREP,ARP ACA822 4609N 04847W 0244 F380 M56 261/90 4659N 04000W 0324 4559N 03000W KT CGKUG DDL XXH 220244 J48A,
2022-10-22T02:50:08Z,2022-10-22T02:44:00Z,,,,,,,UAL706,33.2833,-133.6167,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,30,65,,AIREP,ARP UAL706 3317N 13337W 0244 F330 M45 030/065,
2022-10-22T02:48:23Z,2022-10-22T02:43:00Z,,,,,,,UAL40,59.8167,-27.9,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,356,24,,AIREP,ARP UAL40 5949N 02754W 0243 F350 M54 356/24 5858N 02001W 0314 5659N 01303W KT N2747U DDL XXH 220244 F96A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,LOT2J,59.55,-42.75,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,343,47,,AIREP,ARP LOT2J 5933N 04245W 0243 F390 M52 343/47 6000N 04000W 0253 6200N 03000W KT SPLSA DDL XXH 220244 L72A,
2022-10-22T02:46:28Z,2022-10-22T02:43:00Z,,,,,,,AAL150,57.4167,-53.4,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,265,56,,AIREP,ARP AAL150 5725N 05324W 0243 F380 M46 265/56 5759N 05000W 0256 5759N 04000W KT N821AN DDL XXN 220243 L99A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,UAL170,56.6167,-47.2667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,250,57,,AIREP,ARP UAL170 5637N 04716W 0243 F370 M44 250/57 5758N 03959W 0311 5758N 03000W KT N644UA DDL UAK 220243 F90A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,UAL931,54.35,-60.1333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,255,62,,AIREP,ARP UAL931 5421N 06008W 0243 F370 M50 255/62 HOIST 0257 5700N 05000W KT N674UA DDL YYR 220243 F07A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,BAW6W,54.2167,-26.05,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,342,67,,AIREP,ARP BAW6W 5413N 02603W 0243 F400 M58 342/67 5330N 02000W 0310 NEBIN KT GVIIN DDL XXH 220244 F66A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,QTR8164,53.0167,-20.2833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,31,32,,AIREP,ARP QTR8164 5301N 02017W 0243 F350 M55 031/32 5300N 02000W 0244 TOBOR KT A7BFQ QXT AOE 220243 F94A,
2022-10-22T02:46:28Z,2022-10-22T02:43:00Z,,,,,,,AFR055,52.8667,-31.8667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,325,104,,AIREP,ARP AFR055 5252N 03152W 0243 F360 M54 325/104 5259N 03000W 0250 5159N 02000W KT FGSQI QXT AME 220243 F43A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,DAL14,52.5833,-35.2333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,298,117,,AIREP,ARP DAL14 5235N 03514W 0243 F370 M56 298/117 5300N 03000W 0305 5200N 02000W KT N809NW DDL IG1 220243 J54A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,BAW176A,52.5167,-41.95,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,270,130,,AIREP,ARP BAW176A 5231N 04157W 0243 F380 M57 270/130 5300N 04000W 0251 5400N 03000W KT GSTBG DDL XXH 220243 F40A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,DAL30,51.8333,-32.0667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,329,99,,AIREP,ARP DAL30 5150N 03204W 0243 F350 M50 329/99 5158N 03000W 0253 5058N 02000W KT N844MH QXT AOE 220244 F09A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,AFR681,51.6833,-26.1333,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,348,84,,AIREP,ARP AFR681 5141N 02608W 0243 F400 M59 348/84 5058N 02000W 0311 5058N 01500W KT FHTYD QXT EUA 220243 J08A,
2022-10-22T02:46:28Z,2022-10-22T02:43:00Z,,,,,,,AAL236,51.5333,-35.7833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,302,108,,AIREP,ARP AAL236 5132N 03547W 0243 F370 M56 302/108 5200N 03000W 0307 5100N 02000W KT N751AN DDL XXN 220244 F62A,
2022-10-22T02:47:23Z,2022-10-22T02:43:00Z,,,,,,,DAL232,51.3667,-22.7667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,357,54,,AIREP,ARP DAL232 5122N 02246W 0243 F370 M53 357/54 5100N 02000W 0257 DINIM KT N815NW DDL IG1 220243 J18A,
2022-10-22T02:46:28Z,2022-10-22T02:43:00Z,,,,,,,BAW2272,50.55,-48.45,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,251,131,,AIREP,ARP BAW2272 5033N 04827W 0243 F370 M53 251/131 5300N 04000W 0318 5400N 03000W KT GVIIO DDL YYT 220243 F38A,
2022-10-22T02:46:28Z,2022-10-22T02:43:00Z,,,,,,,VIR104L,48.5333,-55.05,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,234,120,,AIREP,ARP VIR104L 4832N 05503W 0243 F390 M58 234/120 5000N 05000W 0304 5300N 04000W KT GVPOP DDL YDF 220243 J61A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,AAL292,47.7,-54.6,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,-38,231,108,,AIREP,ARP AAL292 4742N 05436W 0243 F310 M38 231/108 JOOPY 0255 4900N 05000W KT N722AN DDL YYT 220243 F46A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,AAL66,46.7167,-18.4333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,51,7,,AIREP,ARP AAL66 4643N 01826W 0243 F380 M45 051/07 4600N 01500W 0301 BEGAS KT N773AN DDL XXN 220243 F64A,
2022-10-22T02:46:24Z,2022-10-22T02:43:00Z,,,,,,,DAL194,46.5167,-34.1333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,332,100,,AIREP,ARP DAL194 4631N 03408W 0243 F370 M56 332/100 4600N 03000W 0304 4400N 02000W KT N826NW DDL IG1 220243 J72A,
2022-10-22T02:47:23Z,2022-10-22T02:43:00Z,,,,,,,VIR354,21.6833,67.4,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,293,34,,AIREP,ARP VIR354 2141N 06724E 0243 F390 M52 293/34,
2022-10-22T02:47:23Z,2022-10-22T02:43:00Z,,,,,,,ALK230D,20.95,60.5667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,274,14,,AIREP,ARP ALK230D 2057N 06034E 0243 F390 M56 274/14,
2022-10-22T02:43:11Z,2022-10-22T02:42:00Z,,,,,,,THT8,61.0333,-48.9833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,347,34,,AIREP,ARP THT8 6102N 04859W 0242 F390 M43 347/34 6100N 04000W 0312 6100N 03000W KT FONUI QXS UAK 220242 L41A,
2022-10-22T02:46:28Z,2022-10-22T02:42:00Z,,,,,,,ACA864,60.1,-34.65,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,235,43,,AIREP,ARP ACA864 6006N 03439W 0242 F390 M60 235/43 6000N 03000W 0259 5900N 02000W KT CFRTG DDL KEF 220242 L70A,
2022-10-22T02:43:41Z,2022-10-22T02:42:00Z,,,,,,,AAL70,60.0333,-37.45,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,221,36,,AIREP,ARP AAL70 6002N 03727W 0242 F380 M58 221/36 5958N 03000W 0309 5858N 02001W KT N787AL DDL UAK 220242 F77A,
2022-10-22T02:43:41Z,2022-10-22T02:42:00Z,,,,,,,DAL220,59.0667,-42.2,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,225,49,,AIREP,ARP DAL220 5904N 04212W 0242 F390 M54 225/49 5900N 04000W 0250 5800N 03000W KT N409DX DDL UAK 220242 J55A,
2022-10-22T02:43:41Z,2022-10-22T02:42:00Z,,,,,,,UAL909,59.0167,-49.65,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,242,41,,AIREP,ARP UAL909 5901N 04939W 0242 F410 M44 242/41 5958N 04000W 0316 5858N 03001W KT N28912 DDL UAK 220242 L67A,
2022-10-22T02:46:24Z,2022-10-22T02:42:00Z,,,,,,,DAL80,58.0667,-31.8333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,225,18,,AIREP,ARP DAL80 5804N 03150W 0242 F370 M60 225/18 5800N 03000W 0250 5700N 02000W KT N812NW DDL IG1 220242 J10A,
2022-10-22T02:46:24Z,2022-10-22T02:42:00Z,,,,,,,AAL722,57.8333,-28.9167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,341,26,,AIREP,ARP AAL722 5750N 02855W 0242 F390 M62 341/26 5600N 02000W 0320 ETARI KT N811AB DDL XXN 220242 L09A,
2022-10-22T02:46:24Z,2022-10-22T02:42:00Z,,,,,,,EIN1MN,57.5833,-25.0667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,23,72,,AIREP,ARP EIN1MN 5735N 02504W 0242 F340 M53 023/72 5658N 02001W 0305 PIKIL KT EILRD DDL IG1 220242 J95A,
2022-10-22T02:46:28Z,2022-10-22T02:42:00Z,,,,,,,UPS214,57.3167,-37.65,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,239,50,,AIREP,ARP UPS214 5719N 03739W 0242 F320 M48 239/50 5700N 04000W 0253 5500N 05000W KT N573UP QXT AOE 220242 F63A,
2022-10-22T02:46:24Z,2022-10-22T02:42:00Z,,,,,,,AFR379,57.0833,-36.2167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,272,70,,AIREP,ARP AFR379 5705N 03613W 0242 F350 M53 272/70 5659N 03000W 0305 5559N 02000W KT FGSPF QXT AME 220242 F49A,
2022-10-22T02:46:28Z,2022-10-22T02:42:00Z,,,,,,,AAL204,57.05,-53.6333,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,251,51,,AIREP,ARP AAL204 5703N 05338W 0242 F410 M50 251/51 5800N 05000W 0257 5900N 04000W KT N804AN DDL XXN 220243 L02A,
2022-10-22T02:46:28Z,2022-10-22T02:42:00Z,,,,,,,UPS238,56.1833,-48.65,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-41,266,59,,AIREP,ARP UPS238 5611N 04839W 0242 F320 M41 266/59 5600N 05000W 0249 JANJO KT N319UP QXT IGW 220243 F44A,
2022-10-22T02:46:24Z,2022-10-22T02:42:00Z,,,,,,,AAL110,55.0167,-19.2667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,20,25,,AIREP,ARP AAL110 5501N 01916W 0242 F380 M55 020/25 RESNO 0301 NETKI KT N815AA DDL XXN 220242 L26A,
2022-10-22T02:43:41Z,2022-10-22T02:42:00Z,,,,,,,BAW66V,54.4,-31.15,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,323,95,,AIREP,ARP BAW66V 5424N 03109W 0242 F380 M59 323/95 5428N 03000W 0247 5328N 02000W KT GSTBA DDL XXF 220242 F59A,
2022-10-22T02:43:41Z,2022-10-22T02:42:00Z,,,,,,,AAL108,53.8833,-31.5833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,324,83,,AIREP,ARP AAL108 5353N 03135W 0242 F390 M61 324/83 5359N 03000W 0249 5259N 02000W KT N770AN DDL XXN 220242 F48A,
2022-10-22T02:43:41Z,2022-10-22T02:42:00Z,,,,,,,CLX97F,53.3333,-45.95,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,254,155,,AIREP,ARP CLX97F 5320N 04557W 0242 F340 M46 254/155 5458N 03959W 0304 5558N 03000W KT LXVCE QXT AME 220242 F32A,
2022-10-22T02:43:41Z,2022-10-22T02:42:00Z,,,,,,,VJT813,52.7833,-46.6833,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,263,86,,AIREP,ARP VJT813 5247N 04641W 0242 F410 M57 263/86 5400N 04000W 0309 5500N 03000W KT 9HVJI DDL XXH 220242 M62A,
2022-10-22T02:46:28Z,2022-10-22T02:42:00Z,,,,,,,AFR159,52.6,-45.0833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,261,127,,AIREP,ARP AFR159 5236N 04505W 0242 F390 M56 261/127 5359N 03959W 0302 5459N 03000W KT FHRBB QXT AME 220242 L89A,
2022-10-22T02:46:28Z,2022-10-22T02:42:00Z,,,,,,,DAL14,52.5667,-35.5,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,297,114,,AIREP,ARP DAL14 5234N 03530W 0242 F370 M56 297/114 5300N 03000W 0305 5200N 02000W KT N809NW DDL IG1 220242 J52A,
2022-10-22T02:46:24Z,2022-10-22T02:42:00Z,,,,,,,SWR6017,52.55,-35.3167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,301,118,,AIREP,ARP SWR6017 5233N 03519W 0242 F390 M60 301/118 5258N 03000W 0306 5158N 02000W KT HBJHD DDL XXH 220242 J60A,
2022-10-22T02:46:24Z,2022-10-22T02:42:00Z,,,,,,,KLM628,52.3833,-23.0,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,356,55,,AIREP,ARP KLM628 5223N 02300W 0242 F380 M52 356/55 5159N 02000W 0256 5159N 01500W KT PHBQB QXT EUA 220242 F77A,
